ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Is_Pre_PQ,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Freight_Cost_per_KG,Freight_Pct_of_Value,Delivery_Variance_Days,Data_Subset,Mode_Clean,,,
86198,104-CI-T30,FPQ-14370,SO-49040,DN-4253,Côte d'Ivoire,PMO - US,From RDC,,Truck,1,5/23/2014,,6/8/2015,6/8/2015,6/19/2015,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,37503,244519.56,6.52,0.11,"Aurobindo Unit III, India",No,See DN-4253 (ID#:83334),See DN-4253 (ID#:83334),251.37,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
86199,110-ZM-T30,FPQ-14784,SO-49622,DN-4257,Zambia,PMO - US,From RDC,,Truck,1,8/12/2014,,5/29/2015,5/15/2015,5/15/2015,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,555197,5329891.2,9.6,0.32,Mylan (formerly Matrix) Nashik,No,See DN-4257 (ID#:84468),See DN-4257 (ID#:84468),5479.13,#VALUE!,#VALUE!,-14,Non-Billable,TRUCK,,,
86200,151-NG-T30,FPQ-14989,SO-49935,DN-4260,Nigeria,PMO - US,From RDC,,Air Charter,1,9/19/2014,,6/30/2015,4/28/2015,4/29/2015,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,150000,1158000,7.72,0.13,"Aurobindo Unit III, India",No,See DN-4260 (ID#:85596),See DN-4260 (ID#:85596),1190.42,#VALUE!,#VALUE!,-63,Non-Billable,AIR CHARTER,,,
86203,151-NG-T30,FPQ-14989,SO-51421,DN-4273,Nigeria,PMO - US,From RDC,,Air Charter,1,9/19/2014,,6/30/2015,5/15/2015,5/22/2015,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,134991,1295913.6,9.6,0.32,"Aurobindo Unit VII, IN",Yes,26861,53937,1332.2,2.00800417,4.162083028,-46,Billable,AIR CHARTER,,,
86204,151-NG-T30,FPQ-14989,SO-51421,DN-4273,Nigeria,PMO - US,From RDC,,Air Charter,1,9/19/2014,,6/30/2015,5/15/2015,5/22/2015,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,59500,571200,9.6,0.32,Hetero Unit III Hyderabad IN,No,See DN-4273 (ID#:86203),See DN-4273 (ID#:86203),587.19,#VALUE!,#VALUE!,-46,Non-Billable,AIR CHARTER,,,
86205,151-NG-T30,FPQ-14989,SO-51423,DN-4275,Nigeria,PMO - US,From RDC,,Air Charter,1,9/19/2014,,6/30/2015,5/15/2015,5/22/2015,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,178329,1376699.88,7.72,0.13,"Hetero, Jadcherla, unit 5, IN",No,See DN-4275 (ID#:83337),See DN-4275 (ID#:83337),1415.25,#VALUE!,#VALUE!,-46,Non-Billable,AIR CHARTER,,,
86206,151-NG-T30,FPQ-16313,SO-51430,DN-4281,Nigeria,PMO - US,From RDC,,Air,1,5/4/2015,,6/2/2015,6/22/2015,6/24/2015,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,37742,246077.84,6.52,0.11,Mylan (formerly Matrix) Nashik,Yes,3322,21533.88,289.63,6.482203492,8.750840791,20,Billable,AIR,,,
86207,101-CD-T30,FPQ-16158,SO-51260,DN-4283,"Congo, DRC",PMO - US,From RDC,,Air,1,3/31/2015,,7/8/2015,8/7/2015,8/27/2015,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,9800,30576,3.12,0.1,"Strides, Bangalore, India.",No,See DN-4283 (ID#:83912),See DN-4283 (ID#:83912),35.99,#VALUE!,#VALUE!,30,Non-Billable,AIR,,,
86208,114-UG-T30,FPQ-15639,SO-50660,DN-4310,Uganda,PMO - US,From RDC,,Truck,1,12/22/2014,,7/31/2015,7/23/2015,7/23/2015,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,30881,250444.91,8.11,0.14,"Hetero, Jadcherla, unit 5, IN",No,See DN-4310 (ID#:82811),See DN-4310 (ID#:82811),294.77,#VALUE!,#VALUE!,-8,Non-Billable,TRUCK,,,
86209,110-ZM-T30,FPQ-14784,SO-49600,DN-4316,Zambia,PMO - US,From RDC,,Truck,1,8/12/2014,,8/31/2015,8/25/2015,9/3/2015,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,55000,358600,6.52,0.11,Hetero Unit III Hyderabad IN,No,Weight Captured Separately,Freight Included in Commodity Cost,368.64,#VALUE!,#VALUE!,-6,Non-Billable,TRUCK,,,
86210,110-ZM-T30,FPQ-14784,SO-49600,DN-4316,Zambia,PMO - US,From RDC,,Truck,1,8/12/2014,,8/31/2015,8/25/2015,9/3/2015,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,44022,224071.98,5.09,0.08,"Cipla, Patalganga, India",No,Weight Captured Separately,Freight Included in Commodity Cost,230.35,#VALUE!,#VALUE!,-6,Non-Billable,TRUCK,,,
86211,107-RW-T30,FPQ-16284,SO-51530,DN-4323,Rwanda,PMO - US,From RDC,,Air,1,5/27/2015,,8/18/2015,8/25/2015,8/27/2015,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,385,1366.75,3.55,0.12,Mylan (formerly Matrix) Nashik,Yes,25,149.65,1.61,5.986,10.94933236,7,Billable,AIR,,,
86212,104-CI-T30,FPQ-15259,SO-50103,DN-4326,Côte d'Ivoire,PMO - US,From RDC,,Truck,1,10/24/2014,,8/14/2015,8/20/2015,8/25/2015,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,9800,31262,3.19,0.11,"Strides, Bangalore, India.",Yes,622,4958,36.8,7.971061093,15.85950995,6,Billable,TRUCK,,,
86213,103-ZW-T30,FPQ-15197,SO-50022,DN-4336,Zimbabwe,PMO - US,From RDC,,Truck,1,10/16/2014,,8/31/2015,8/4/2015,8/11/2015,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,17660,35143.4,1.99,0.03,"Cipla, Goa, India",Yes,3595,Freight Included in Commodity Cost,41.36,#VALUE!,#VALUE!,-27,Non-Billable,TRUCK,,,
86216,107-RW-T30,FPQ-16571,SO-51740,DN-4345,Rwanda,PMO - US,From RDC,,Air,1,7/7/2015,,9/8/2015,8/26/2015,9/2/2015,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,2434,22636.2,9.3,0.1,"Strides, Bangalore, India.",No,See DN-4345 (ID#:82820),See DN-4345 (ID#:82820),26.64,#VALUE!,#VALUE!,-13,Non-Billable,AIR,,,
86235,154-NG-T30,FPQ-3815,SO-32270,DN-1311,Nigeria,PMO - US,From RDC,,Air Charter,1,5/26/2009,,7/30/2009,8/4/2009,8/4/2009,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,301,2061.85,6.85,0.23,"Aurobindo Unit III, India",No,See DN-1311 (ID#:82837),See DN-1311 (ID#:82837),4.04,#VALUE!,#VALUE!,5,Non-Billable,AIR CHARTER,,,
86236,154-NG-T30,FPQ-3815,SO-32271,DN-1312,Nigeria,PMO - US,From RDC,,Air,1,5/26/2009,,7/30/2009,7/9/2009,7/9/2009,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,46,114.54,2.49,0.04,"Cipla, Goa, India",Yes,2,714.34,0.22,357.17,623.6598568,-21,Billable,AIR,,,
86237,154-NG-T30,FPQ-3815,SO-32272,DN-1360,Nigeria,PMO - US,From RDC,,Air Charter,1,5/26/2009,,8/31/2009,8/4/2009,8/4/2009,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,45,65.7,1.46,0.02,"Aurobindo Unit III, India",No,See DN-1360 (ID#:83371),See DN-1360 (ID#:83371),0.13,#VALUE!,#VALUE!,-27,Non-Billable,AIR CHARTER,,,
86238,154-NG-T30,FPQ-3815,SO-32260,DN-1452,Nigeria,PMO - US,From RDC,,Air Charter,1,5/26/2009,,10/30/2009,10/20/2009,10/20/2009,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,380,2363.6,6.22,0.21,"Aurobindo Unit III, India",No,See DN-1452 (ID#:82272),See DN-1452 (ID#:82272),4.63,#VALUE!,#VALUE!,-10,Non-Billable,AIR CHARTER,,,
86239,154-NG-T30,FPQ-3815,SO-32260,DN-1452,Nigeria,PMO - US,From RDC,,Air Charter,1,5/26/2009,,10/30/2009,10/20/2009,10/20/2009,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,63,91.98,1.46,0.02,"Aurobindo Unit III, India",No,See DN-1452 (ID#:82272),See DN-1452 (ID#:82272),0.18,#VALUE!,#VALUE!,-10,Non-Billable,AIR CHARTER,,,
86240,112-NG-T30,FPQ-4040,SO-32981,DN-1453,Nigeria,PMO - US,From RDC,,Air Charter,1,7/29/2009,,10/31/2009,10/20/2009,10/20/2009,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1200,2304,1.92,0.01,"Aurobindo Unit III, India",Yes,445,9341.49,4.52,20.99211236,405.4466146,-11,Billable,AIR CHARTER,,,
86241,112-NG-T30,FPQ-4040,SO-32980,DN-1456,Nigeria,PMO - US,From RDC,,Air Charter,1,7/29/2009,,10/15/2009,10/20/2009,10/20/2009,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2200,13684,6.22,0.21,"Aurobindo Unit III, India",No,See DN-1456 (ID#:83952),See DN-1456 (ID#:83952),26.82,#VALUE!,#VALUE!,5,Non-Billable,AIR CHARTER,,,
86242,123-NG-T30,FPQ-4395,SO-32971,DN-1493,Nigeria,PMO - US,From RDC,,Air Charter,1,7/27/2009,,12/18/2009,11/20/2009,11/20/2009,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,20025,58072.5,2.9,0.05,"Aurobindo Unit III, India",No,See DN-1493 (ID#:83374),See DN-1493 (ID#:83374),113.82,#VALUE!,#VALUE!,-28,Non-Billable,AIR CHARTER,,,
86243,104-CI-T30,FPQ-3964,SO-34500,DN-1523,Côte d'Ivoire,PMO - US,From RDC,,Air,1,7/24/2009,,12/1/2009,12/2/2009,12/2/2009,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,30464,176081.92,5.78,0.19,"Aurobindo Unit III, India",No,See DN-1523 (ID#:83961),See DN-1523 (ID#:83961),345.12,#VALUE!,#VALUE!,1,Non-Billable,AIR,,,
86244,104-CI-T30,FPQ-4187,SO-33470,DN-1525,Côte d'Ivoire,PMO - US,From RDC,,Air,1,9/9/2009,,12/1/2009,12/2/2009,12/2/2009,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,2000,3800,1.9,0.01,"Aurobindo Unit III, India",Yes,688,1211.48,7.45,1.760872093,31.88105263,1,Billable,AIR,,,
86245,114-UG-T30,FPQ-4454,SO-34300,DN-1551,Uganda,PMO - US,From RDC,,Air,1,9/25/2009,,1/17/2010,11/25/2009,11/25/2009,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2150,21500,10,0.33,Mylan (formerly Matrix) Nashik,Yes,179,2196.29,42.14,12.26977654,10.21530233,-53,Billable,AIR,,,
86246,114-UG-T30,FPQ-4275,SO-33870,DN-1552,Uganda,PMO - US,From RDC,,Air,1,9/17/2009,,1/14/2010,12/31/2009,12/31/2009,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16575,145197,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,6843,7231,284.59,1.056700278,4.980130443,-14,Billable,AIR,,,
86247,113-ZW-T30,FPQ-4472,SO-27200,DN-1554,Zimbabwe,PMO - US,From RDC,,Truck,1,3/17/2009,,12/18/2009,12/7/2009,12/7/2009,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,4000,16000,4,0.07,"Cipla, Goa, India",No,See DN-1554 (ID#:84514),See DN-1554 (ID#:84514),31.36,#VALUE!,#VALUE!,-11,Non-Billable,TRUCK,,,
86248,111-MZ-T30,FPQ-4471,SO-33600,DN-1587,Mozambique,PMO - US,From RDC,,Air,1,9/14/2009,,2/26/2010,1/16/2010,1/16/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,30564,267740.64,8.76,0.15,"Aurobindo Unit III, India",Yes,2773,6355.08,524.77,2.291770646,2.373595581,-41,Billable,AIR,,,
86249,123-NG-T30,FPQ-4014,SO-32973,DN-1593,Nigeria,PMO - US,From RDC,,Air Charter,1,7/27/2009,,1/31/2010,12/18/2009,12/18/2009,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,11949,104673.24,8.76,0.15,"Aurobindo Unit III, India",Yes,1084,11637.65,205.16,10.73583948,11.11807564,-44,Billable,AIR CHARTER,,,
86250,114-UG-T30,FPQ-4497,SO-34830,DN-1597,Uganda,PMO - US,From RDC,,Air,1,10/28/2009,,2/10/2010,1/7/2010,1/7/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2500,14450,5.78,0.19,"Aurobindo Unit III, India",Yes,216,2064.42,31.15,9.5575,14.2866436,-34,Billable,AIR,,,
86251,114-UG-T30,FPQ-4497,SO-34840,DN-1598,Uganda,PMO - US,From RDC,,Air,1,10/28/2009,,2/17/2010,12/23/2009,12/23/2009,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1100,11000,10,0.33,Mylan (formerly Matrix) Nashik,No,See DN-1598 (ID#:83392),See DN-1598 (ID#:83392),23.72,#VALUE!,#VALUE!,-56,Non-Billable,AIR,,,
86252,114-UG-T30,FPQ-4497,SO-34840,DN-1598,Uganda,PMO - US,From RDC,,Air,1,10/28/2009,,2/17/2010,12/23/2009,12/23/2009,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,140,1054.2,7.53,0.13,"Aurobindo Unit III, India",No,See DN-1598 (ID#:83392),See DN-1598 (ID#:83392),2.27,#VALUE!,#VALUE!,-56,Non-Billable,AIR,,,
86253,110-ZM-T30,FPQ-4272,SO-33680,DN-1603,Zambia,PMO - US,From RDC,,Air,1,9/18/2009,,1/17/2010,1/11/2010,1/11/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,80000,304000,3.8,0.06,"Strides, Bangalore, India.",Yes,4162,9939.38,595.84,2.388125901,3.269532895,-6,Billable,AIR,,,
86254,117-ET-T30,FPQ-4668,SO-35240,DN-1604,Ethiopia,PMO - US,From RDC,,Air,1,11/26/2009,,1/4/2010,12/18/2009,12/18/2009,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8000,19520,2.44,0.04,Mylan (formerly Matrix) Nashik,Yes,425,2978.5,42.09,7.008235294,15.25870902,-17,Billable,AIR,,,
86256,106-HT-T30,FPQ-4469,SO-34230,DN-1617,Haiti,PMO - US,From RDC,,Air,1,9/23/2009,,3/5/2010,2/24/2010,2/24/2010,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1528,3422.72,2.24,0.07,"Aurobindo Unit III, India",No,See DN-1617 (ID#:83395),See DN-1617 (ID#:83395),7.38,#VALUE!,#VALUE!,-9,Non-Billable,AIR,,,
86257,104-CI-T30,FPQ-3964,SO-34521,DN-1620,Côte d'Ivoire,PMO - US,From RDC,,Air,1,7/24/2009,,2/8/2010,1/23/2010,1/23/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,35000,392700,11.22,0.19,"Aurobindo Unit III, India",No,See DN-1620 (ID#:83974),See DN-1620 (ID#:83974),769.69,#VALUE!,#VALUE!,-16,Non-Billable,AIR,,,
86258,102-SD-T30,FPQ-3812,SO-34550,DN-1624,Sudan,PMO - US,From RDC,,Air,1,6/3/2009,,11/30/2009,11/22/2009,11/22/2009,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,100,2000,20,0.8,"Standard Diagnostics, Korea",No,See DN-1624 (ID#:82856),See DN-1624 (ID#:82856),3.92,#VALUE!,#VALUE!,-8,Non-Billable,AIR,,,
86259,114-UG-T30,FPQ-4496,SO-35010,DN-1632,Uganda,PMO - US,From RDC,,Truck,1,10/28/2009,,3/22/2010,1/29/2010,1/29/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1600,4640,2.9,0.05,"Aurobindo Unit III, India",Yes,157,1601.5,10,10.20063694,34.51508621,-52,Billable,TRUCK,,,
86260,114-UG-T30,FPQ-4497,SO-34820,DN-1633,Uganda,PMO - US,From RDC,,Truck,1,10/28/2009,,3/3/2010,1/29/2010,1/29/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6600,74052,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,843,6470.51,159.66,7.675575326,8.737792362,-33,Billable,TRUCK,,,
86261,114-UG-T30,FPQ-4275,SO-33960,DN-1634,Uganda,PMO - US,From RDC,,Truck,1,9/17/2009,,2/25/2010,1/29/2010,1/29/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,32660,188774.8,5.78,0.19,"Aurobindo Unit III, India",Yes,2804,5050.8,370,1.80128388,2.675568985,-27,Billable,TRUCK,,,
86262,106-HT-T30,FPQ-4384,SO-34710,DN-1635,Haiti,PMO - US,From RDC,,Air,1,10/23/2009,,3/5/2010,3/3/2010,3/3/2010,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,192,2976,15.5,0.26,"Aurobindo Unit III, India",Yes,40,12016.69,6.42,300.41725,403.7866263,-2,Billable,AIR,,,
86263,114-UG-T30,FPQ-4275,SO-35610,DN-1638,Uganda,PMO - US,From RDC,,Truck,1,9/17/2009,,2/25/2010,2/18/2010,2/18/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,29,325.38,11.22,0.19,"Aurobindo Unit III, India",No,See DN-1638 (ID#:84526),See DN-1638 (ID#:84526),0.64,#VALUE!,#VALUE!,-7,Non-Billable,TRUCK,,,
86265,104-CI-T30,FPQ-4659,SO-35810,DN-1641,Côte d'Ivoire,PMO - US,From RDC,,Air,1,12/8/2009,,5/10/2010,2/15/2010,2/15/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4149,11326.77,2.73,0.05,"Aurobindo Unit III, India",Yes,394,1083.3,24.42,2.749492386,9.564068132,-84,Billable,AIR,,,
86266,114-UG-T30,FPQ-4325,SO-35650,DN-1645,Uganda,PMO - US,From RDC,,Air,1,9/23/2009,,3/19/2010,2/26/2010,2/26/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,744,5602.32,7.53,0.13,"Aurobindo Unit III, India",Yes,41,1152.14,10.98,28.10097561,20.56540862,-21,Billable,AIR,,,
86267,114-UG-T30,FPQ-4497,SO-35850,DN-1649,Uganda,PMO - US,From RDC,,Air,1,10/28/2009,,5/20/2010,12/23/2009,12/23/2009,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6,45.18,7.53,0.13,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Invoiced Separately,0.1,#VALUE!,#VALUE!,-148,Non-Billable,AIR,,,
86268,110-ZM-T30,FPQ-4273,SO-35830,DN-1650,Zambia,PMO - US,From RDC,,Truck,1,9/17/2009,,3/15/2010,3/5/2010,3/5/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,60683,456942.99,7.53,0.13,Hetero Unit III Hyderabad IN,Yes,3325,3379.64,895.61,1.016433083,0.739619619,-10,Billable,TRUCK,,,
86269,104-CI-T30,FPQ-4659,SO-35581,DN-1655,Côte d'Ivoire,PMO - US,From RDC,,Air,1,12/8/2009,,6/28/2010,3/1/2010,3/1/2010,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,864,1296,1.5,0.02,"Aurobindo Unit III, India",Yes,56,3688.33,2.79,65.86303571,284.5933642,-119,Billable,AIR,,,
86270,113-ZW-T30,FPQ-4694,SO-35390,DN-1659,Zimbabwe,PMO - US,From RDC,,Truck,1,12/8/2009,,3/31/2010,3/12/2010,3/12/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1900,6460,3.4,0.06,"Cipla, Goa, India",No,See DN-1659 (ID#:82859),See DN-1659 (ID#:82859),13.93,#VALUE!,#VALUE!,-19,Non-Billable,TRUCK,,,
86271,113-ZW-T30,FPQ-4688,SO-35410,DN-1660,Zimbabwe,PMO - US,From RDC,,Air,1,12/8/2009,,3/31/2010,3/12/2010,3/12/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1900,6460,3.4,0.06,"Cipla, Goa, India",No,See DN-1660 (ID#:82296),See DN-1660 (ID#:82296),13.93,#VALUE!,#VALUE!,-19,Non-Billable,AIR,,,
86272,106-HT-T30,FPQ-4384,SO-35670,DN-1664,Haiti,PMO - US,From RDC,,Air,1,10/23/2009,,3/10/2010,3/3/2010,3/3/2010,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3690,5387.4,1.46,0.02,"Strides, Bangalore, India.",Yes,177,6036.96,11.62,34.10711864,112.0570219,-7,Billable,AIR,,,
86273,106-HT-T30,FPQ-4469,SO-35530,DN-1666,Haiti,PMO - US,From RDC,,Air,1,9/23/2009,,3/12/2010,3/3/2010,3/3/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19056,166930.56,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,1517,6036.96,359.9,3.979538563,3.616449858,-9,Billable,AIR,,,
86274,106-HT-T30,FPQ-4384,SO-35920,DN-1667,Haiti,PMO - US,From RDC,,Air,1,10/23/2009,,3/10/2010,3/3/2010,3/3/2010,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,7920,19324.8,2.44,0.04,"Aurobindo Unit III, India",No,See DN-1667 (ID#:82861),See DN-1667 (ID#:82861),41.66,#VALUE!,#VALUE!,-7,Non-Billable,AIR,,,
86275,111-MZ-T30,FPQ-4711,SO-35720,DN-1679,Mozambique,PMO - US,From RDC,,Truck,1,12/23/2009,,4/28/2010,4/28/2010,4/28/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,24880,84592,3.4,0.06,"Strides, Bangalore, India.",Yes,1401,4764.16,182.38,3.40054247,5.631927369,0,Billable,TRUCK,,,
